,A_UR: quality demands,A_User's programming ability,A_UR: need for model transparency,A_UR: Availability of a well documented library,A_UR: Computer operating system,A_Access to parallel computing,A_Production use case,A_Number of maximum function evaluations/ trials budget,A_Running time per trial [s],A_Number of kernels used,A_Total Computing Time [s],A_Machine Learning Algorithm,A_Obtainability of good approximate,A_Supports parallel evaluations,A_Usage of one-hot encoding for cat. features,A_Dimensionality of HPs,A_Conditional HP space,A_HP datatypes,A_Availability of a warm-start HP configuration,A_Obtainability of gradients,A_Input Data,A_#Instances training dataset,A_Ratio training to test dataset,A_Noise in dataset,A_Training Technique,A_ML task,A_Detailed ML task,D_Default Values,D_Random Search,D_Grid Search,D_CMA-ES,D_PBT,D_HOAG (Gradient based),D_SMAC,D_TPE,D_GPBO,D_MTBO,D_BOHAMIANN,D_DNGO,D_SHA,D_HB,D_ASHA,D_Fabolas,D_BOHB,D_HB-LCNet,del_UR: quality demands,del_User's programming ability,del_UR: need for model transparency,del_UR: Availability of a well documented library,del_UR: Computer operating system,del_Access to parallel computing,del_Production use case,del_Number of maximum function evaluations/ trials budget,del_Running time per trial [s],del_Number of kernels used,del_Total Computing Time [s],del_Machine Learning Algorithm,del_Obtainability of good approximate,del_Supports parallel evaluations,del_Usage of one-hot encoding for cat. features,del_Dimensionality of HPs,del_Conditional HP space,del_HP datatypes,del_Availability of a warm-start HP configuration,del_Obtainability of gradients,del_Input Data,del_#Instances training dataset,del_Ratio training to test dataset,del_Noise in dataset,del_Training Technique,del_ML task,del_Detailed ML task,Antecedent_Importance
102,,,,,,,,,,1,1000.0:100000,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,Tabular Data,,,,Offline,Binary Classification,,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,0.059092659397312126,3.250096266852167,0.10484181505974732,,,,0.04642994666931667,0.03571534359178206,0.07738324444886112,,,0.07738324444886112,,,,0.03009348395233488,0.1250037025712372,,
103,,,,,,,,<100,,,,Support Vector Machine,,,,1.0:3,no,[continuous],,,,,,no,Offline,Multiclass Classification,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,2.6758313917002217,,,,0.8027494175100666,,,,0.6421995340080533,0.17642844340880584,0.5017183859437916,,,,,,2.6758313917002217,0.1486572995389012,0.24699982077232818,,
104,,,,,,,,<40,,,,Support Vector Machine,,,,1.0:3,no,[continuous],,,,,,yes,Offline,Multiclass Classification,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,3.1196196542451515,,,,0.15598098271225758,,,,0.12478478616980607,0.03428153466203463,0.09748811419516099,,,,,,0.2228299753032251,0.028885367168936586,0.04799414852684849,,
105,,,,,,,,40.0:100,,,,Support Vector Machine,,,,1.0:3,no,[continuous],,,,,,yes,Offline,Multiclass Classification,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,3.1196196542451515,,,,0.15598098271225758,,,,0.12478478616980607,0.03428153466203463,0.09748811419516099,,,,,,0.2228299753032251,0.028885367168936586,0.04799414852684849,,
106,,,,,,,,<50,,,,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,,,,no,Offline,Multiclass Classification,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,2.926360335683968,,,,0.3775948820237378,,,,0.16722059061051245,0.12863122354654805,0.27870098435085405,,,,,,1.9509068904559785,0.10838371613644325,0.18008371296516726,,
107,,,,,,,,50.0:100,,,,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,,,,no,Offline,Multiclass Classification,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,3.1091439217165444,,,,0.10029496521666272,,,,0.04441634173880778,0.03416641672215983,0.07402723623134629,,,,,,0.5181906536194241,0.028788369645523556,0.04783298341102376,,
108,,,,,,,,<100,,,,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,,,,yes,Offline,Multiclass Classification,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,3.305717717328655,,,,0.6398163323861914,,,,0.28334723291388475,0.2179594099337575,0.4722453881898079,,,,,,1.4167361645694236,0.1836509842960364,0.30514317390726053,,
109,,,,,,,,<30,,,,XGBoost,,,,4.0:10,no,"[continuous, discrete]",,,,,,no,Offline,Regression,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,3.204195206859217,,,,0.7120433793020483,,,,0.09154843448169192,0.07042187267822457,0.1525807241361532,,,,,,1.0680650689530724,0.05933694827517069,0.35602168965102415,,
110,,,,,,,,30.0:100,,,,XGBoost,,,,4.0:10,no,"[continuous, discrete]",,,,,,no,Offline,Regression,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,3.204195206859217,,,,0.7120433793020483,,,,0.09154843448169192,0.07042187267822457,0.1525807241361532,,,,,,1.0680650689530724,0.05933694827517069,0.35602168965102415,,
111,,,,,,,,<30,,,,XGBoost,,,,4.0:10,no,"[continuous, discrete]",,,,,,yes,Offline,Regression,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,3.225619563426285,,,,0.7168043474280633,,,,0.09216055895503672,0.07089273765772056,0.15360093159172786,,,,,,0.4608027947751836,0.05973369561900528,0.35840217371403166,,
112,,,,,,,,30.0:100,,,,XGBoost,,,,4.0:10,no,"[continuous, discrete]",,,,,,yes,Offline,Regression,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,3.225619563426285,,,,0.7168043474280633,,,,0.09216055895503672,0.07089273765772056,0.15360093159172786,,,,,,0.4608027947751836,0.05973369561900528,0.35840217371403166,,
113,,,,,,yes,,<200,1800,17,1.0:360000,Convolutional Neural Net,,,,>10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,1.00000,,,,,,,,,,,,,,,,0.06594086471317086,,0.4533434449030496,1.8133737796121985,1.8133737796121985,3.626747559224397,0.2014859755124665,,,,0.14506990236897588,0.03985436878268569,0.08635113236248564,,,0.068429199230649,0.05579611629575996,0.19088145048549457,,0.033580995918744416,0.05579611629575996,0.06476334927186422,
114,,,,,,yes,,200.0:1000,1800,17,360000.0:1800000,Convolutional Neural Net,,,,>10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,1.00000,,,,,,,,,,,,,,,,,,,,0.05258301114749478,,2.8920656131122127,1.4460328065561063,1.4460328065561063,2.8920656131122127,0.16067031183956737,,,,0.11568262452448852,0.03178094080343091,0.0688587050741003,,,0.054567275719098356,0.044493317124803276,0.15221397963748487,,0.02677838530659456,0.044493317124803276,0.051644028805575226,
115,,,,,,,,<200,,,,Synthetic Function,,,,1.0:3,no,[continuous],,,,,,,Offline,,Synthetic Function,,,,,,,,,0.33333,,0.33333,0.33333,,,,,,,,,,,,,,0.5968854924355982,,,,2.3875419697423927,,,,0.1910033575793914,0.052473449884448194,0.14922137310889955,,,,,,,0.04421374018041468,,2.3875419697423927,
116,,,,,,,,<200,,,,Synthetic Function,,,,4.0:10,no,[continuous],,,,,,,Offline,,Synthetic Function,,,,,,,,,0.33333,,0.33333,0.33333,,,,,,,,,,,,,,0.5897749810118067,,,,2.359099924047227,,,,0.06740285497277791,0.05184834997905994,0.14744374525295167,,,,,,,0.0436870356305042,,2.359099924047227,
117,,,,,,,,<100,,,,Logistic Regression,,,,4.0:10,no,[continuous],,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,0.50000,,,0.50000,,,,,,,,,,,,,,3.130584350355879,,,,2.683358014590753,,,,0.2683358014590753,0.2064121549685195,0.5869845656917273,,,0.3544057755119863,0.2889770169559273,0.9886055843229091,,0.17392135279754883,0.2889770169559273,0.33541975182384415,
118,,,,,,,,<50,,,,Latent Dirichlet Allocation (HPOlib),,,,1.0:3,no,[discrete],,,Text Data,,,,Offline,Text,,,,,,,,,,0.50000,,,0.50000,,,,,,,,,,,,,,2.2392872961724164,,,,2.2392872961724164,,,,0.3582859673875866,0.09843021082076556,2.2392872961724164,,,2.2392872961724164,,,,0.0829365665249043,2.2392872961724164,,
119,,,,,,,,<100,,,,Support Vector Machine,,,,1.0:3,no,[discrete],,,Tabular Data,,,,Offline,Multiclass Classification,,,,,,,,0.25000,,0.25000,,0.25000,0.25000,,,,,,,,,,,,,,2.004110182124237,,,,0.6012330546372712,,,,0.48098644370981686,0.13213913288731233,3.0061652731863555,,,0.28630145458917666,,,,0.1113394545624576,0.18499478604223726,,
120,,,,,,,,<50,,,,Support Vector Machine,,,,1.0:3,no,[discrete],,,Tabular Data,<1000,1.0:4,,Offline,Multiclass Classification,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,2.6674528676120035,,,,0.5334905735224007,,,,0.42679245881792055,0.11725067549942873,2.6674528676120035,,,0.25404313024876224,1.7783019117413355,0.26023930415726865,,0.09879455065229642,0.16415094569920022,,
121,,,,,,,,>50,,,,Support Vector Machine,,,,1.0:3,no,[discrete],,,Tabular Data,<1000,1.0:4,,Offline,Multiclass Classification,,,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,,,,,,,,3.0209901674226187,,,,0.4531485251133929,,,,0.3625188200907143,0.09959308244250394,2.2657426255669644,,,0.2157850119587585,1.5104950837113094,0.22104806103092334,,0.08391639353951719,0.1394303154195055,,
122,,,,,,,,<50,,,,Random Forest,,,,4.0:10,no,"[discrete, nominal]",,,Tabular Data,<1000,1.0:4,,Offline,Binary Classification,Classification,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,1.7143050512111155,,,,0.40336589440261544,,,,0.09796028864063518,0.07535406818510398,1.3714440409688926,,,0.16326714773439197,1.1428700341407436,0.16724927328888933,,0.06349277967448576,0.26373923864786397,3.428610102422231,
123,,,,,,,,>50,,,,Random Forest,,,,4.0:10,no,"[discrete, nominal]",,,Tabular Data,<1000,1.0:4,,Offline,Binary Classification,Classification,,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,,,,,,,,2.158747365671629,,,,0.38095541747146394,,,,0.09251774424306981,0.07116749557159217,1.2952484194029774,,,0.15419624040511634,1.0793736828358145,0.15795712431743628,,0.05996520460198969,0.24908623450057257,3.2381210485074434,
124,,,,,,yes,,,,8,1.0:100000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,0.07252659312404727,,,,0.39889626218226004,3.9889626218226,0.2216090345457,,0.12867621360718065,,0.05698518031175143,0.04383475408596264,0.17343315747054783,,,0.07526344569476603,0.0613686557203477,0.2099454011485579,,0.03693483909095,0.0613686557203477,0.07123147538968928,
125,,,,,,yes,,,,8,100000.0:250000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,1.00000,,,,,,,,,,,,,0.07252659312404727,,,,0.39889626218226004,3.9889626218226,0.2216090345457,,0.12867621360718065,,0.05698518031175143,0.04383475408596264,0.17343315747054783,,,0.07526344569476603,0.0613686557203477,0.2099454011485579,,0.03693483909095,0.0613686557203477,0.07123147538968928,
126,,,,,,yes,,,,8,>250000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,,,,,,0.07252659312404727,,,,0.39889626218226004,3.9889626218226,0.2216090345457,,0.12867621360718065,,0.05698518031175143,0.04383475408596264,0.17343315747054783,,,0.07526344569476603,0.0613686557203477,0.2099454011485579,,0.03693483909095,0.0613686557203477,0.07123147538968928,
127,,,,,,no,,,,1,1.0:150000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,0.25000,0.25000,0.25000,,0.25000,,,,,,,0.2190911421157403,,,,0.14738858651422526,4.053186129141195,0.4503540143490216,,0.2614958792994319,,0.11580531797546272,0.08908101382727902,0.19300886329243785,,,0.15295041996759226,0.12471341935819062,0.4266511714885468,,0.07505900239150361,0.12471341935819062,0.1447566474693284,
128,,,,,,no,,,,1,>150000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,0.25000,0.25000,0.25000,,0.25000,,,,,,,0.2190911421157403,,,,0.14738858651422526,4.053186129141195,0.4503540143490216,,0.2614958792994319,,0.11580531797546272,0.08908101382727902,0.19300886329243785,,,0.15295041996759226,0.12471341935819062,0.4266511714885468,,0.07505900239150361,0.12471341935819062,0.1447566474693284,
129,,,,,,no,,,,1,1.0:30000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,0.25000,,,,,,,,0.25000,0.25000,0.25000,,,,,,,,,0.1073606625587293,,,,0.07222444572132697,3.972344514672984,0.2206858063707213,,0.12814014563461237,,0.056747778781042625,0.04365213752387895,0.0945796313017377,,,0.07494989650326384,0.06111299253343052,0.20907076393015703,,0.03678096772845355,0.06111299253343052,0.07093472347630328,
130,,,,,,no,,,,1,30000.0:90000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,0.20000,,,,,,,,0.20000,0.20000,0.20000,,0.20000,,,,,,,0.1073606625587293,,,,0.07222444572132697,3.972344514672984,0.2206858063707213,,0.12814014563461237,,0.056747778781042625,0.04365213752387895,0.0945796313017377,,,0.07494989650326384,0.06111299253343052,0.20907076393015703,,0.03678096772845355,0.06111299253343052,0.07093472347630328,
131,,,,,,no,,,,1,>90000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,0.25000,,,,,,,,0.25000,,0.25000,,0.25000,,,,,,,0.2190911421157403,,,,0.14738858651422526,4.053186129141195,0.4503540143490216,,0.2614958792994319,,0.11580531797546272,0.08908101382727902,0.19300886329243785,,,0.15295041996759226,0.12471341935819062,0.4266511714885468,,0.07505900239150361,0.12471341935819062,0.1447566474693284,
132,,,,,,yes,,,,25,1.0:60000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,1.00000,,,,,,,,,,,,,,,,,,,0.07203289563699758,,,,0.7923618520069735,3.961809260034867,0.22010051444638148,,0.12780029871080217,,0.05659727514335524,0.04353636549488865,0.09432879190559207,,,0.07475111811386541,0.06095091169284411,0.20851627684394036,,0.036683419074396914,0.06095091169284411,0.07074659392919405,
133,,,,,,yes,,,,25,60000.0:90000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,,1.00000,,,,,,,,,0.07203289563699758,,,,0.7923618520069735,3.961809260034867,0.22010051444638148,,0.12780029871080217,,0.05659727514335524,0.04353636549488865,0.09432879190559207,,,0.07475111811386541,0.06095091169284411,0.20851627684394036,,0.036683419074396914,0.06095091169284411,0.07074659392919405,
134,,,,,,yes,,,,25,>90000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,0.33333,,0.33333,,0.33333,,,,,,,0.14181352511813955,,,,1.5599487762995352,3.899871940748838,0.43331910452764866,,0.2516046413386347,,0.11142491259282394,0.08571147122524919,0.18570818765470656,,,0.14716497889618255,0.11999605971534887,0.41051283586829873,,0.0722198507546081,0.11999605971534887,0.13928114074102993,
135,,,,,,yes,,,,25,1.0:150000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,0.50000,,,,,,,,,,0.50000,,,,,,,,,0.14181352511813955,,,,1.5599487762995352,3.899871940748838,0.43331910452764866,,0.2516046413386347,,0.11142491259282394,0.08571147122524919,0.18570818765470656,,,0.14716497889618255,0.11999605971534887,0.41051283586829873,,0.0722198507546081,0.11999605971534887,0.13928114074102993,
136,,,,,,yes,,,,25,>150000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,0.50000,,,,,,,,,,0.50000,,,,,,,,,0.14181352511813955,,,,1.5599487762995352,3.899871940748838,0.43331910452764866,,0.2516046413386347,,0.11142491259282394,0.08571147122524919,0.18570818765470656,,,0.14716497889618255,0.11999605971534887,0.41051283586829873,,0.0722198507546081,0.11999605971534887,0.13928114074102993,
137,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,0.047619047619047616,,,,,,,,,,,,,,,
138,,,,,,,,,,,1.0:86400,,no,,,,no,[continuous],,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,2.9074690598879207,,2.725752243644926,,,,0.4792531417397672,1.362876121822463,,,,,,,,,,
139,,,,,,,,,,,,,no,,,>10,yes,,,,,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,,,,,,5.892556509887896,,,3.771236166328254,3.771236166328254,,,,,,,,,,,
140,,,,,,,,,,,>86400,,yes,,,,,[continuous],,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,2.3018618587143567,,0.21922493892517683,,,,,0.1438663661696473,,,,,,,,,,
141,,,,,,,,,,,.0,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,
142,,,,,,,,,,,.0,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,.0,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,
144,,,,,,,,,,,.0,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,
145,,,,,,,,,,,.0,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,
146,,,,,,,,,,,.0,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,
147,,,,,,,,,,,.0,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,
148,,,,,,,,,,,1.0:7200,,,,,,,,,,,,,,,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,0.20000,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,
149,,,,,,,,,,,1.0:7200,,,,,,,,,,,,,,,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,1.0:7200,,,,,,,,,,,,,,,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,
151,,,,,,,,,,,1.0:7200,,,,,,,,,,,,,,,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,
152,,,,,,,,,,,1.0:7200,,,,,,,,,,,,,,,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,
153,,,,,,,,,,,1.0:7200,,,,,,,,,,,,,,,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,
154,,,,,,,,,,,1.0:7200,,,,,,,,,,,,,,,,,0.16667,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,
155,,,,,,,,,,,7200.0:172800,,,,,,,,,,,,,,,,,0.08,,,,,0.08,0.08,0.08,,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,
156,,,,,,,,,,,7200.0:172800,,,,,,,,,,,,,,,,,0.07143,0.07143,,,,0.07143,0.07143,0.07143,,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,
157,,,,,,,,,,,7200.0:172800,,,,,,,,,,,,,,,,,0.07143,0.07143,,,,0.07143,0.07143,0.07143,,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,
158,,,,,,,,,,,7200.0:172800,,,,,,,,,,,,,,,,,0.07143,0.07143,,,,0.07143,0.07143,0.07143,,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,
159,,,,,,,,,,,7200.0:172800,,,,,,,,,,,,,,,,,0.07143,0.07143,,,,0.07143,0.07143,0.07143,,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,
160,,,,,,,,,,,7200.0:172800,,,,,,,,,,,,,,,,,0.07143,0.07143,,,,0.07143,0.07143,0.07143,,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,
161,,,,,,,,,,,7200.0:172800,,,,,,,,,,,,,,,,,0.07143,0.07143,,,,0.07143,0.07143,0.07143,,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,
162,,,,,,,,,,,1.0:172800,,yes,,,,,,,,,>100000,,,,,,,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,,2.6119277276895674,,2.114417684320126,,,,,,,,,4.440277137072265,,,,,,
163,,,,,,,,,,,1.0:172800,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,,10.499999999999998,,8.499999999999998,,,,,,,,,,,,,,,
164,,,,,,,,,,,1.0:172801,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,,2.1,,0.09999999999999999,,,,,,,,,,,,,,,
165,,,,,,,,,,,1.0:172802,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,,2.1,,0.09999999999999999,,,,,,,,,,,,,,,
166,,,,,,,,,,,1.0:172803,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,,2.1,,0.09999999999999999,,,,,,,,,,,,,,,
167,,,,,,,,,,,1.0:172804,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,,2.1,,0.09999999999999999,,,,,,,,,,,,,,,
168,,,,,,,,,,,1.0:172805,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,,2.1,,0.09999999999999999,,,,,,,,,,,,,,,
169,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,
171,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,
173,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,
174,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,
175,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,0.25000,0.25000,0.25000,,0.25000,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,
176,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,0.11111,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,,0.11111,,,0.11111,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
177,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,0.11111,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,,0.11111,,,0.11111,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
178,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,0.11111,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,,0.11111,,,0.11111,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
179,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,0.11111,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,,0.11111,,,0.11111,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
180,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,0.11111,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,,0.11111,,,0.11111,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
181,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,0.11111,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,,0.11111,,,0.11111,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,0.11111,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,,0.11111,,,0.11111,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,,,no,,,,,1.0:172800,,,,,,,,,,,,,,,,,0.20000,,,,0.20000,,0.20000,,,,,,,0.20000,,,0.20000,,,,,,,1.7000000000000002,,,,,3.7,,,,,,,,,,,,,,,,,
