,A_UR: quality demands,A_User's programming ability,A_UR: need for model transparency,A_UR: Availability of a well documented library,A_UR: Computer operating system,A_Hardware: access to parallel computing?,A_Production application area,A_Number of maximum function evaluations/ trials budget,A_Running time per trial [s],A_Number of kernels used,A_Total Computing Time [s],A_Machine Learning Algorithm,A_Obtainability of good approximate,A_Supports parallel evaluations,A_Usage of one-hot encoding for cat. features,A_Dimensionality of HPs,A_Conditional HP space,A_HP datatypes,A_Availability of a warm-start HP configuration,A_Obtainability of gradients,A_Input Data,A_#Instances training dataset,A_Ratio training to test dataset,A_Noise in dataset,A_Training Technique,A_ML task,A_Detailed ML task,D_Default Values,D_Random Search,D_Grid Search,D_CMA-ES,D_PBT,D_HOAG (Gradient based),D_SMAC,D_TPE,D_GPBO,D_MTBO,D_BOHAMIANN,D_DNGO,D_SHA,D_HB,D_ASHA,D_Fabolas,D_BOHB,D_HB-LCNet,del_UR: quality demands,del_User's programming ability,del_UR: need for model transparency,del_UR: Availability of a well documented library,del_UR: Computer operating system,del_Hardware: access to parallel computing?,del_Production application area,del_Number of maximum function evaluations/ trials budget,del_Running time per trial [s],del_Number of kernels used,del_Total Computing Time [s],del_Machine Learning Algorithm,del_Obtainability of good approximate,del_Supports parallel evaluations,del_Usage of one-hot encoding for cat. features,del_Dimensionality of HPs,del_Conditional HP space,del_HP datatypes,del_Availability of a warm-start HP configuration,del_Obtainability of gradients,del_Input Data,del_#Instances training dataset,del_Ratio training to test dataset,del_Noise in dataset,del_Training Technique,del_ML task,del_Detailed ML task,Antecedent_Importance
103,,,,,,,,<100,,,,Support Vector Machine,,,,1.0:3,no,[continuous],,,,,,no,Offline,Multiclass Classification,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,2.7198882487917317,,,,0.8159664746375196,,,,0.6527731797100157,0.1793332911291252,0.5099790466484497,,,,,,2.7198882487917317,0.15110490271065177,0.25106660758077526,,
104,,,,,,,,<40,,,,Support Vector Machine,,,,1.0:3,no,[continuous],,,,,,yes,Offline,Multiclass Classification,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,6.51300608978992,,,,0.32565030448949606,,,,0.2605202435915968,0.07157149549219693,0.203531440305935,,,,,,0.46521472069928,0.06030561194249926,0.1002000936890757,,
105,,,,,,,,40.0:100,,,,Support Vector Machine,,,,1.0:3,no,[continuous],,,,,,yes,Offline,Multiclass Classification,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,6.51300608978992,,,,0.32565030448949606,,,,0.2605202435915968,0.07157149549219693,0.203531440305935,,,,,,0.46521472069928,0.06030561194249926,0.1002000936890757,,
106,,,,,,,,<50,,,,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,,,,no,Offline,Multiclass Classification,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,3.8266317331049082,,,,0.4937589333038591,,,,0.2186646704631376,0.16820359266395202,0.36444111743856267,,,,,,2.5510878220699387,0.1417271012261077,0.2354850297295328,,
107,,,,,,,,50.0:100,,,,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,,,,no,Offline,Multiclass Classification,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,6.286081840094539,,,,0.20277683355143675,,,,0.0898011691442077,0.06907782241862132,0.14966861524034616,,,,,,1.0476803066824232,0.05820446148235684,0.09670895138606984,,
108,,,,,,,,<100,,,,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,,,,yes,Offline,Multiclass Classification,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,3.87505175015692,,,,0.750010016159404,,,,0.3321472928705932,0.255497917592764,0.5535788214509886,,,,,,1.6607364643529658,0.21528065278649558,0.3576970846298696,,
109,,,,,,,,<30,,,,XGBoost,,,,4.0:10,no,"[continuous, discrete]",,,,,,no,Offline,Regression,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,4.485930118447178,,,,0.9968733596549284,,,,0.12816943195563366,0.09859187073510282,0.21361571992605607,,,,,,1.4953100394823926,0.08307277997124403,0.4984366798274642,,
110,,,,,,,,30.0:100,,,,XGBoost,,,,4.0:10,no,"[continuous, discrete]",,,,,,no,Offline,Regression,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,4.485930118447178,,,,0.9968733596549284,,,,0.12816943195563366,0.09859187073510282,0.21361571992605607,,,,,,1.4953100394823926,0.08307277997124403,0.4984366798274642,,
111,,,,,,,,<30,,,,XGBoost,,,,4.0:10,no,"[continuous, discrete]",,,,,,yes,Offline,Regression,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,5.022357360042926,,,,1.1160794133428724,,,,0.14349592457265503,0.11038148044050387,0.23915987428775837,,,,,,0.7174796228632752,0.09300661777857269,0.5580397066714362,,
112,,,,,,,,30.0:100,,,,XGBoost,,,,4.0:10,no,"[continuous, discrete]",,,,,,yes,Offline,Regression,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,5.022357360042926,,,,1.1160794133428724,,,,0.14349592457265503,0.11038148044050387,0.23915987428775837,,,,,,0.7174796228632752,0.09300661777857269,0.5580397066714362,,
113,,,,,,yes,,<200,1800,17,1.0:360000,Convolutional Neural Net,,,,>10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,1.00000,,,,,,,,,,,,,,,,0.11349822471546876,,0.7803002949188478,3.121201179675391,3.121201179675391,6.242402359350782,0.3468001310750434,,,,0.24969609437403129,0.06859782812473389,0.14862862760359005,,,0.11778117659152419,0.09603695937462743,0.3285474925974096,,0.057800021845840585,0.09603695937462743,0.11147147070269255,
114,,,,,,yes,,200.0:1000,1800,17,360000.0:1800000,Convolutional Neural Net,,,,>10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,1.00000,,,,,,,,,,,,,,,,,,,,0.08320129404941932,,4.576071172718063,2.2880355863590314,2.2880355863590314,4.576071172718063,0.2542261762621146,,,,0.1830428469087225,0.0502864964034952,0.10895407554090625,,,0.08634096552298232,0.07040109496489327,0.24084585119568752,,0.0423710293770191,0.07040109496489327,0.08171555665567969,
115,,,,,,,,<200,,,,Synthetic Function,,,,1.0:3,no,[continuous],,,,,,,Offline,,Synthetic Function,,,,,,,,,0.33333,,0.33333,0.33333,,,,,,,,,,,,,,0.7192776359816975,,,,2.87711054392679,,,,0.2301688435141432,0.06323319876762176,0.17981940899542437,,,,,,,0.05327982488753314,,2.87711054392679,
116,,,,,,,,<200,,,,Synthetic Function,,,,4.0:10,no,[continuous],,,,,,,Offline,,Synthetic Function,,,,,,,,,0.33333,,0.33333,0.33333,,,,,,,,,,,,,,0.7348100170682367,,,,2.9392400682729467,,,,0.08397828766494132,0.06459868281918564,0.18370250426705917,,,,,,,0.05443037163468419,,2.9392400682729467,
117,,,,,,,,<100,,,,Logistic Regression,,,,4.0:10,no,[continuous],,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,0.50000,,,0.50000,,,,,,,,,,,,,,3.70046171678521,,,,3.171824328673037,,,,0.3171824328673037,0.24398648682100288,0.6938365718972269,,,0.4189201943530426,0.34158108154940403,1.1685668579321717,,0.20558120648806721,0.34158108154940403,0.39647804108412965,
118,,,,,,,,<50,,,,Latent Dirichlet Allocation (HPOlib),,,,1.0:3,no,[discrete],,,Text Data,,,,Offline,Text,,,,,,,,,,0.50000,,,0.50000,,,,,,,,,,,,,,1.5264282696752067,,,,1.5264282696752067,,,,0.2442285231480331,0.06709574811759152,1.5264282696752067,,,1.5264282696752067,,,,0.05653438035834099,1.5264282696752067,,
119,,,,,,,,<100,,,,Support Vector Machine,,,,1.0:3,no,[discrete],,,Tabular Data,,,,Offline,Multiclass Classification,,,,,,,,0.25000,,0.25000,,0.25000,0.25000,,,,,,,,,,,,,,2.3552587117971426,,,,0.706577613539143,,,,0.5652620908313143,0.15529178319541603,3.532888067695714,,,0.3364655302567347,,,,0.13084770621095237,0.21740849647358243,,
120,,,,,,,,<50,,,,Support Vector Machine,,,,1.0:3,no,[discrete],,,Tabular Data,<1000,1.0:4,,Offline,Multiclass Classification,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,2.9744223944949164,,,,0.5948844788989833,,,,0.4759075831191867,0.1307438415162601,2.9744223944949164,,,0.2832783232852301,1.9829482629966109,0.29018755068243085,,0.11016379238870061,0.1830413781227641,,
121,,,,,,,,>50,,,,Support Vector Machine,,,,1.0:3,no,[discrete],,,Tabular Data,<1000,1.0:4,,Offline,Multiclass Classification,,,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,,,,,,,,3.6081570847973325,,,,0.5412235627195999,,,,0.43297885017568,0.11895023356474725,2.7061178135979995,,,0.2577255060569523,1.8040785423986663,0.2640114940095609,,0.1002265856888148,0.16653032699064615,,
122,,,,,,,,<50,,,,Random Forest,,,,4.0:10,no,"[discrete, nominal]",,,Tabular Data,<1000,1.0:4,,Offline,Binary Classification,Classification,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,2.120791840445751,,,,0.4990098448107649,,,,0.1211881051683286,0.09322161936025279,1.6966334723566008,,,0.20198017528054765,1.4138612269638338,0.20690652101909765,,0.0785478459424352,0.32627566776088474,4.241583680891502,
123,,,,,,,,>50,,,,Random Forest,,,,4.0:10,no,"[discrete, nominal]",,,Tabular Data,<1000,1.0:4,,Offline,Binary Classification,Classification,,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,,,,,,,,2.6569685957977165,,,,0.4688768110231265,,,,0.113870082677045,0.08759237129003462,1.5941811574786302,,,0.1897834711284083,1.3284842978988582,0.1944123362778817,,0.07380468321660323,0.3065732995151212,3.985452893696575,
124,,,,,,yes,,,,8,1.0:100000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,0.1812829360818378,,,,0.997056148450108,9.97056148450108,0.5539200824722821,,0.32163101562906704,,0.1424365926357297,0.10956660971979208,0.4335026732391774,,,0.18812380159435999,0.15339325360770892,0.5247663939211095,,0.09232001374538036,0.15339325360770892,0.17804574079466212,
125,,,,,,yes,,,,8,100000.0:250000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,1.00000,,,,,,,,,,,,,0.1812829360818378,,,,0.997056148450108,9.97056148450108,0.5539200824722821,,0.32163101562906704,,0.1424365926357297,0.10956660971979208,0.4335026732391774,,,0.18812380159435999,0.15339325360770892,0.5247663939211095,,0.09232001374538036,0.15339325360770892,0.17804574079466212,
126,,,,,,yes,,,,8,>250000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,,,,,,0.1812829360818378,,,,0.997056148450108,9.97056148450108,0.5539200824722821,,0.32163101562906704,,0.1424365926357297,0.10956660971979208,0.4335026732391774,,,0.18812380159435999,0.15339325360770892,0.5247663939211095,,0.09232001374538036,0.15339325360770892,0.17804574079466212,
127,,,,,,no,,,,1,1.0:150000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,0.25000,0.25000,0.25000,,0.25000,,,,,,,0.466275019323761,,,,0.3136759220905301,8.626087857489578,0.9584542063877307,,0.5565217972573921,,0.24645965307113077,0.18958434851625447,0.4107660884518846,,,0.32551274933922936,0.2654180879227563,0.9080092481567976,,0.15974236773128847,0.2654180879227563,0.3080745663389135,
128,,,,,,no,,,,1,>150000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,0.25000,0.25000,0.25000,,0.25000,,,,,,,0.466275019323761,,,,0.3136759220905301,8.626087857489578,0.9584542063877307,,0.5565217972573921,,0.24645965307113077,0.18958434851625447,0.4107660884518846,,,0.32551274933922936,0.2654180879227563,0.9080092481567976,,0.15974236773128847,0.2654180879227563,0.3080745663389135,
129,,,,,,no,,,,1,1.0:30000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,0.25000,,,,,,,,0.25000,0.25000,0.25000,,,,,,,,,0.28850989670190985,,,,0.19408847596310294,10.674866177970664,0.5930481209983701,,0.3443505218700214,,0.15249808825672376,0.11730622173594137,0.2541634804278729,,,0.2014125693956729,0.1642287104303179,0.5618350619984559,,0.09884135349972836,0.1642287104303179,0.1906226103209047,
130,,,,,,no,,,,1,30000.0:90000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,0.20000,,,,,,,,0.20000,0.20000,0.20000,,0.20000,,,,,,,0.28850989670190985,,,,0.19408847596310294,10.674866177970664,0.5930481209983701,,0.3443505218700214,,0.15249808825672376,0.11730622173594137,0.2541634804278729,,,0.2014125693956729,0.1642287104303179,0.5618350619984559,,0.09884135349972836,0.1642287104303179,0.1906226103209047,
131,,,,,,no,,,,1,>90000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,0.25000,,,,,,,,0.25000,,0.25000,,0.25000,,,,,,,0.466275019323761,,,,0.3136759220905301,8.626087857489578,0.9584542063877307,,0.5565217972573921,,0.24645965307113077,0.18958434851625447,0.4107660884518846,,,0.32551274933922936,0.2654180879227563,0.9080092481567976,,0.15974236773128847,0.2654180879227563,0.3080745663389135,
132,,,,,,yes,,,,25,1.0:60000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,1.00000,,,,,,,,,,,,,,,,,,,0.17147287728325347,,,,1.8862016501157886,9.431008250578943,0.5239449028099412,,0.3042260725993207,,0.13472868929398488,0.1036374533030653,0.2245478154899748,,,0.17794355189771588,0.14509243462429142,0.4963688552936285,,0.08732415046832354,0.14509243462429142,0.16841086161748112,
133,,,,,,yes,,,,25,60000.0:90000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,,1.00000,,,,,,,,,0.17147287728325347,,,,1.8862016501157886,9.431008250578943,0.5239449028099412,,0.3042260725993207,,0.13472868929398488,0.1036374533030653,0.2245478154899748,,,0.17794355189771588,0.14509243462429142,0.4963688552936285,,0.08732415046832354,0.14509243462429142,0.16841086161748112,
134,,,,,,yes,,,,25,>90000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,0.33333,,0.33333,,0.33333,,,,,,,0.2585622649156914,,,,2.844184914072606,7.110462285181515,0.7900513650201682,,0.4587395022697751,,0.2031560652909004,0.1562738963776157,0.33859344215150067,,,0.26831933151628357,0.218783454928662,0.748469714229633,,0.1316752275033614,0.218783454928662,0.2539450816136255,
135,,,,,,yes,,,,25,1.0:150000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,0.50000,,,,,,,,,,0.50000,,,,,,,,,0.2585622649156914,,,,2.844184914072606,7.110462285181515,0.7900513650201682,,0.4587395022697751,,0.2031560652909004,0.1562738963776157,0.33859344215150067,,,0.26831933151628357,0.218783454928662,0.748469714229633,,0.1316752275033614,0.218783454928662,0.2539450816136255,
136,,,,,,yes,,,,25,>150000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,0.50000,,,,,,,,,,0.50000,,,,,,,,,0.2585622649156914,,,,2.844184914072606,7.110462285181515,0.7900513650201682,,0.4587395022697751,,0.2031560652909004,0.1562738963776157,0.33859344215150067,,,0.26831933151628357,0.218783454928662,0.748469714229633,,0.1316752275033614,0.218783454928662,0.2539450816136255,
137,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
138,,,,,,,,,,,1.0:86400,,no,,,,no,[continuous],,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,1.555763323093362,,1.458528115400027,,,,0.25644450380659817,0.7292640577000135,,,,,,,,,,
139,,,,,,,,,,,,,no,,,>10,yes,,,,,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,,,,,,1.3157894736842104,,,0.8421052631578946,0.8421052631578946,,,,,,,,,,,
140,,,,,,,,,,,>86400,,yes,,,,,[continuous],,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,2.5912596401028276,,0.24678663239074547,,,,,0.16195372750642673,,,,,,,,,,
141,,,,,,,,,,,.0,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
142,,,,,,,,,,,.0,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,.0,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
144,,,,,,,,,,,.0,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
145,,,,,,,,,,,.0,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
146,,,,,,,,,,,.0,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
147,,,,,,,,,,,.0,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
148,,,,,,,,,,,1.0:7200,,,,,,,,,,,,,,,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,0.20000,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
149,,,,,,,,,,,1.0:7200,,,,,,,,,,,,,,,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,1.0:7200,,,,,,,,,,,,,,,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
151,,,,,,,,,,,1.0:7200,,,,,,,,,,,,,,,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
152,,,,,,,,,,,1.0:7200,,,,,,,,,,,,,,,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
153,,,,,,,,,,,1.0:7200,,,,,,,,,,,,,,,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
154,,,,,,,,,,,1.0:7200,,,,,,,,,,,,,,,,,0.16667,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
155,,,,,,,,,,,7200.0:172800,,,,,,,,,,,,,,,,,0.08,,,,,0.08,0.08,0.08,,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
156,,,,,,,,,,,7200.0:172800,,,,,,,,,,,,,,,,,0.07143,0.07143,,,,0.07143,0.07143,0.07143,,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
157,,,,,,,,,,,7200.0:172800,,,,,,,,,,,,,,,,,0.07143,0.07143,,,,0.07143,0.07143,0.07143,,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
158,,,,,,,,,,,7200.0:172800,,,,,,,,,,,,,,,,,0.07143,0.07143,,,,0.07143,0.07143,0.07143,,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
159,,,,,,,,,,,7200.0:172800,,,,,,,,,,,,,,,,,0.07143,0.07143,,,,0.07143,0.07143,0.07143,,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
160,,,,,,,,,,,7200.0:172800,,,,,,,,,,,,,,,,,0.07143,0.07143,,,,0.07143,0.07143,0.07143,,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
161,,,,,,,,,,,7200.0:172800,,,,,,,,,,,,,,,,,0.07143,0.07143,,,,0.07143,0.07143,0.07143,,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
162,,,,,,,,,,,1.0:172800,,yes,,,,,,,,,>100000,,,,,,,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,,0.8548168249660787,,0.6919945725915875,,,,,,,,,1.4531886024423342,,,,,,
163,,,,,,,,,,,1.0:172800,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,,1.105263157894737,,0.8947368421052632,,,,,,,,,,,,,,,
164,,,,,,,,,,,1.0:172801,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,,1.909090909090909,,0.0909090909090909,,,,,,,,,,,,,,,
165,,,,,,,,,,,1.0:172802,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,,1.909090909090909,,0.0909090909090909,,,,,,,,,,,,,,,
166,,,,,,,,,,,1.0:172803,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,,1.909090909090909,,0.0909090909090909,,,,,,,,,,,,,,,
167,,,,,,,,,,,1.0:172804,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,,1.909090909090909,,0.0909090909090909,,,,,,,,,,,,,,,
168,,,,,,,,,,,1.0:172805,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,,1.909090909090909,,0.0909090909090909,,,,,,,,,,,,,,,
169,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
171,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
173,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
174,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
175,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,0.25000,0.25000,0.25000,,0.25000,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
176,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,0.11111,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,,0.11111,,,0.11111,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
177,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,0.11111,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,,0.11111,,,0.11111,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
178,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,0.11111,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,,0.11111,,,0.11111,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
179,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,0.11111,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,,0.11111,,,0.11111,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
180,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,0.11111,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,,0.11111,,,0.11111,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
181,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,0.11111,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,,0.11111,,,0.11111,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,0.11111,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,,0.11111,,,0.11111,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,,,no,,,,,1.0:172800,,,,,,,,,,,,,,,,,0.20000,,,,0.20000,,0.20000,,,,,,,0.20000,,,0.20000,,,,,,,0.6296296296296297,,,,,1.3703703703703702,,,,,,,,,,,,,,,,,
184,,,,,,no,,,,,1.0:172800,,,,,,,,,,,,,,,,,0.25000,,,,,,0.25000,,,,,,,0.25000,,,0.25000,,,,,,,0.6296296296296297,,,,,1.3703703703703702,,,,,,,,,,,,,,,,,
185,,,,,,no,,,,,1.0:172800,,,,,,,,,,,,,,,,,0.25000,,,,,,0.25000,,,,,,,0.25000,,,0.25000,,,,,,,0.6296296296296297,,,,,1.3703703703703702,,,,,,,,,,,,,,,,,
186,,,,,,no,,,,,1.0:172800,,,,,,,,,,,,,,,,,0.25000,,,,,,0.25000,,,,,,,0.25000,,,0.25000,,,,,,,0.6296296296296297,,,,,1.3703703703703702,,,,,,,,,,,,,,,,,
