,A_UR: quality demands,A_User's programming ability,A_UR: need for model transparency,A_UR: Availability of a well documented library,A_UR: Computer operating system,A_Hardware: access to parallel computing?,A_Production application area,A_Number of maximum function evaluations/ trials budget,A_Running time per trial [s],A_Number of kernels used,A_Total Computing Time [s],A_Machine Learning Algorithm,A_Obtainability of good approximate,A_Supports parallel evaluations,A_Usage of one-hot encoding for cat. features,A_Dimensionality of HPs,A_Conditional HP space,A_HP datatypes,A_Availability of a warm-start HP configuration,A_Obtainability of gradients,A_Input Data,A_#Instances training dataset,A_Ratio training to test dataset,A_Noise in dataset,A_Training Technique,A_ML task,A_Detailed ML task,D_Default Values,D_Random Search,D_Grid Search,D_CMA-ES,D_PBT,D_HOAG (Gradient based),D_SMAC,D_TPE,D_GPBO,D_MTBO,D_BOHAMIANN,D_DNGO,D_SHA,D_HB,D_ASHA,D_Fabolas,D_BOHB,D_HB-LCNet,del_UR: quality demands,del_User's programming ability,del_UR: need for model transparency,del_UR: Availability of a well documented library,del_UR: Computer operating system,del_Hardware: access to parallel computing?,del_Production application area,del_Number of maximum function evaluations/ trials budget,del_Running time per trial [s],del_Number of kernels used,del_Total Computing Time [s],del_Machine Learning Algorithm,del_Obtainability of good approximate,del_Supports parallel evaluations,del_Usage of one-hot encoding for cat. features,del_Dimensionality of HPs,del_Conditional HP space,del_HP datatypes,del_Availability of a warm-start HP configuration,del_Obtainability of gradients,del_Input Data,del_#Instances training dataset,del_Ratio training to test dataset,del_Noise in dataset,del_Training Technique,del_ML task,del_Detailed ML task,Antecedent_Importance
51,,,,,,,Process Parameter Prediction,,,1,>2000,XGBoost,,,no categorical features,4.0:10,no,"[continuous, discrete]",,,Tabular Data,>100000,1.0:4,,Offline,Regression,Time Series Prediction,,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,,,,,,,0.8959184670025985,,,0.14660484005497065,8.063266203023387,0.8959184670025985,,,1.151895171860484,0.11518951718604838,0.08860732091234493,0.19198252864341397,,,0.19198252864341397,0.8063266203023388,0.19666502934203384,,0.07465987225021654,0.44795923350129924,0.7330242002748534,
52,,,,,,,Process Parameter Prediction,,,1,1.0:2000,Random Forest,,,no categorical features,4.0:10,no,"[continuous, nominal]",,,Tabular Data,>100000,1.0:4,,Offline,Regression,Time Series Prediction,,,,,,,1.00000,,,,,,,,,,,,,,,,,,0.8782083143899665,,,0.1437068150819945,7.903874829509699,0.4649338135005705,,,1.1291249756442427,0.11291249756442427,0.08685576735724945,0.8782083143899665,,,0.1881874959407071,0.79038748295097,0.19277743486609025,,0.07318402619916388,0.43910415719498325,0.7185340754099726,
53,,,,,,,Process Parameter Prediction,,,1,2000.0:5000,Random Forest,,,no categorical features,4.0:10,no,"[continuous, nominal]",,,Tabular Data,>100000,1.0:4,,Offline,Regression,Time Series Prediction,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,,0.8782083143899665,,,0.1437068150819945,7.903874829509699,0.4649338135005705,,,1.1291249756442427,0.11291249756442427,0.08685576735724945,0.8782083143899665,,,0.1881874959407071,0.79038748295097,0.19277743486609025,,0.07318402619916388,0.43910415719498325,0.7185340754099726,
54,,,,,,,Process Parameter Prediction,,,1,5000.0:10000,Random Forest,,,no categorical features,4.0:10,no,"[continuous, nominal]",,,Tabular Data,>100000,1.0:4,,Offline,Regression,Time Series Prediction,,,,,,,1.00000,,,,,,,,,,,,,,,,,,0.8782083143899665,,,0.1437068150819945,7.903874829509699,0.4649338135005705,,,1.1291249756442427,0.11291249756442427,0.08685576735724945,0.8782083143899665,,,0.1881874959407071,0.79038748295097,0.19277743486609025,,0.07318402619916388,0.43910415719498325,0.7185340754099726,
55,,,,,,,Process Parameter Prediction,,,1,>10000,Random Forest,,,no categorical features,4.0:10,no,"[continuous, nominal]",,,Tabular Data,>100000,1.0:4,,Offline,Regression,Time Series Prediction,,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,,,,,,,0.8782083143899665,,,0.1437068150819945,7.903874829509699,0.4649338135005705,,,1.1291249756442427,0.11291249756442427,0.08685576735724945,0.8782083143899665,,,0.1881874959407071,0.79038748295097,0.19277743486609025,,0.07318402619916388,0.43910415719498325,0.7185340754099726,
56,,,,,,,,<2,36000,1,1.0:72000,Latent Dirichlet Allocation (HPOlib),,,yes,1.0:3,no,[continuous],,,Text Data,,,,Offline,Text,Text,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,1.1546079381099046,1.539477250813206,0.08397148640799305,4.618431752439618,1.1546079381099046,,,0.17763199047844686,0.18473727009758473,0.050751997279556246,0.14432599226373807,,,1.1546079381099046,,,,0.0427632569670335,1.1546079381099046,1.539477250813206,
57,,,,,,,,2.0:10,36000,1,72000.0:360000,Latent Dirichlet Allocation (HPOlib),,,yes,1.0:3,no,[continuous],,,Text Data,,,,Offline,Text,Text,,,,,,,0.50000,,0.50000,,,,,,,,,,,,,,,,,3.6467599179151815,1.2155866393050603,0.06630472578027602,3.6467599179151815,0.9116899794787954,,,0.1402599968428916,0.14587039671660726,0.040074284812254744,0.11396124743484942,,,0.9116899794787954,,,,0.03376629553625168,0.9116899794787954,1.2155866393050603,
58,,,,,,,,>10,36000,1,>360000,Latent Dirichlet Allocation (HPOlib),,,yes,1.0:3,no,[continuous],,,Text Data,,,,Offline,Text,Text,,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,,,,,,,,3.6467599179151815,1.2155866393050603,0.06630472578027602,3.6467599179151815,0.9116899794787954,,,0.1402599968428916,0.14587039671660726,0.040074284812254744,0.11396124743484942,,,0.9116899794787954,,,,0.03376629553625168,0.9116899794787954,1.2155866393050603,
59,,,,,,,,<2,60,1,1.0:120,Logistic Regression,,,yes,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,,,2.1002717525247876,1.4001811683498582,0.15274703654725724,8.40108701009915,1.2001552871570214,,,0.32311873115765966,0.12001552871570213,0.09231963747361704,0.20002588119283687,,,0.1585110756622481,0.12924749246306386,0.3652646526130065,,0.07778784268610324,0.12924749246306386,0.15001941089462767,
60,,,,,,,,2.0:50,60,1,120.0:3000,Logistic Regression,,,yes,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,2.675489980474098,1.337744990237049,0.14593581711676898,8.026469941422294,1.1466385630603277,,,0.30871038236239595,0.11466385630603276,0.088202966389256,0.19110642717672124,,,0.1514428290834395,0.12348415294495838,0.3489769539748823,,0.07431916612428051,0.12348415294495838,0.14332982038254097,
61,,,,,,,,>50,60,1,>3000,Logistic Regression,,,yes,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,,,,,,,,2.675489980474098,1.337744990237049,0.14593581711676898,8.026469941422294,1.1466385630603277,,,0.30871038236239595,0.11466385630603276,0.088202966389256,0.19110642717672124,,,0.1514428290834395,0.12348415294495838,0.3489769539748823,,0.07431916612428051,0.12348415294495838,0.14332982038254097,
62,,,,,,,,<10,60,1,1.0:600,Logistic Regression,,,yes,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,,,2.675489980474098,1.337744990237049,0.14593581711676898,8.026469941422294,1.1466385630603277,,,0.30871038236239595,0.11466385630603276,0.088202966389256,0.19110642717672124,,,0.1514428290834395,0.12348415294495838,0.3489769539748823,,0.07431916612428051,0.12348415294495838,0.14332982038254097,
63,,,,,,,,10.0:100,60,1,600.0:6000,Logistic Regression,,,yes,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,3.6846287291569344,1.2282095763856449,0.13398649924207032,7.369257458313869,1.0527510654734098,,,0.28343297916591803,0.10527510654734097,0.0809808511902623,0.17545851091223494,,,0.13904259355309187,0.11337319166636721,0.3204024981875595,,0.06823386535475805,0.11337319166636721,0.13159388318417622,
64,,,,,,,,>100,60,1,>6000,Logistic Regression,,,yes,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,,,,,,,,1.7286251702296525,1.440520975191377,0.15714774274815022,8.643125851148262,1.2347322644497518,,,0.3324279173518563,0.12347322644497517,0.09497940495767324,0.20578871074162527,,,0.16307784624808042,0.1329711669407425,0.3757880804847071,,0.08002894306618762,0.1329711669407425,0.15434153305621898,
65,,,,,,yes,,<2,720,2,1.0:2880,Multilayer Perceptron,,,yes,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,1.00000,,,,,,,,,,,,,,,,,0.23286174256332004,,3.201848960245651,1.0672829867485503,1.0672829867485503,6.403697920491302,0.41314180132201944,,,0.4925921477301002,0.5122958336393042,0.5122958336393042,0.5568432974340263,,,0.24164897813174724,0.19703685909204005,0.5568432974340263,,0.11858699852761669,0.19703685909204005,0.2287034971604036,
66,,,,,,yes,,2.0:20,720,2,2880.0:28800,Multilayer Perceptron,,,yes,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,0.116397244113368,,6.40184842623524,0.5334873688529367,0.5334873688529367,6.40184842623524,0.2065112395559755,,,0.24622493947058618,0.2560739370494096,0.2560739370494096,0.2783412359232713,,,0.12078959294783473,0.09848997578823447,0.2783412359232713,,0.059276374316992966,0.09848997578823447,0.11431872189705786,
67,,,,,,yes,,20.0:200,720,2,28800.0:288000,Multilayer Perceptron,,,yes,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,0.116397244113368,,6.40184842623524,0.5334873688529367,0.5334873688529367,6.40184842623524,0.2065112395559755,,,0.24622493947058618,0.2560739370494096,0.2560739370494096,0.2783412359232713,,,0.12078959294783473,0.09848997578823447,0.2783412359232713,,0.059276374316992966,0.09848997578823447,0.11431872189705786,
68,,,,,,yes,,<10,720,2,1.0:14400,Multilayer Perceptron,,,yes,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,1.00000,,,,,,,,,,,,,,,,,0.15874018626396078,,2.910236748172614,0.7275591870431535,0.7275591870431535,8.730710244517843,0.28163581433928525,,,0.3357965478660709,0.34922840978071373,0.34922840978071373,0.3795960975877323,,,0.16473038197203477,0.13431861914642834,0.3795960975877323,,0.0808399096714615,0.13431861914642834,0.15590554008067575,
69,,,,,,yes,,10.0:100,720,2,14400.0:144000,Multilayer Perceptron,,,yes,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,0.1455070613553671,,4.001444187272595,0.6669073645454325,0.6669073645454325,8.00288837454519,0.2581576895014578,,,0.30780339902096887,0.3201155349818076,0.3201155349818076,0.3479516684584866,,,0.15099789385934323,0.12312135960838756,0.3479516684584866,,0.07410081828282583,0.12312135960838756,0.14290872097402127,
70,,,,,,yes,,100.0:500,720,2,14400.0:720000,Multilayer Perceptron,,,yes,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,1.00000,,,,,,,,,,,,,,,,,0.116397244113368,,6.40184842623524,0.5334873688529367,0.5334873688529367,6.40184842623524,0.2065112395559755,,,0.24622493947058618,0.2560739370494096,0.2560739370494096,0.2783412359232713,,,0.12078959294783473,0.09848997578823447,0.2783412359232713,,0.059276374316992966,0.09848997578823447,0.11431872189705786,
71,,,,,,yes,,<2,720,2,1.0:2880,Multilayer Perceptron,,,yes,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,1.00000,,,,,,,,,,,,,,,,,0.23286174256332004,,3.201848960245651,1.0672829867485503,1.0672829867485503,6.403697920491302,0.41314180132201944,,,0.4925921477301002,0.5122958336393042,0.5122958336393042,0.5568432974340263,,,0.24164897813174724,0.19703685909204005,0.5568432974340263,,0.11858699852761669,0.19703685909204005,0.2287034971604036,
72,,,,,,yes,,2.0:50,720,2,2880.0:72000,Multilayer Perceptron,,,yes,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,0.15874018626396078,,2.910236748172614,0.7275591870431535,0.7275591870431535,8.730710244517843,0.28163581433928525,,,0.3357965478660709,0.34922840978071373,0.34922840978071373,0.3795960975877323,,,0.16473038197203477,0.13431861914642834,0.3795960975877323,,0.0808399096714615,0.13431861914642834,0.15590554008067575,
73,,,,,,yes,,50.0:200,720,2,72000.0:288000,Multilayer Perceptron,,,yes,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,0.1455070613553671,,4.001444187272595,0.6669073645454325,0.6669073645454325,8.00288837454519,0.2581576895014578,,,0.30780339902096887,0.3201155349818076,0.3201155349818076,0.3479516684584866,,,0.15099789385934323,0.12312135960838756,0.3479516684584866,,0.07410081828282583,0.12312135960838756,0.14290872097402127,
74,,,,,,yes,,<5,720,2,1.0:7200,Multilayer Perceptron,,,yes,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,1.00000,,,,,,,,,,,,,,,,,0.2587518813877922,,7.115676738164286,1.185946123027381,1.185946123027381,1.7789191845410715,0.4590759185912442,,,0.5473597490895604,0.5692541390531428,0.5692541390531428,0.6187544989708075,,,0.26851610332695414,0.2189438996358242,0.6187544989708075,,0.13177179144748677,0.2189438996358242,0.2541313120772959,
75,,,,,,yes,,5.0:50,720,2,7200.0:72000,Multilayer Perceptron,,,yes,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,0.116397244113368,,6.40184842623524,0.5334873688529367,0.5334873688529367,6.40184842623524,0.2065112395559755,,,0.24622493947058618,0.2560739370494096,0.2560739370494096,0.2783412359232713,,,0.12078959294783473,0.09848997578823447,0.2783412359232713,,0.059276374316992966,0.09848997578823447,0.11431872189705786,
76,,,,,,yes,,50.0:500,720,2,72000.0:720000,Multilayer Perceptron,,,yes,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,1.00000,,,,,,,,,,,,,,,,,0.116397244113368,,6.40184842623524,0.5334873688529367,0.5334873688529367,6.40184842623524,0.2065112395559755,,,0.24622493947058618,0.2560739370494096,0.2560739370494096,0.2783412359232713,,,0.12078959294783473,0.09848997578823447,0.2783412359232713,,0.059276374316992966,0.09848997578823447,0.11431872189705786,
77,,,,,,,,<5,,,,Deep Neural Net,,,yes,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,6.108912019441344,,,,2.443564807776538,,,0.4699163091877957,0.48871296155530747,0.48871296155530747,0.5312097408209864,,,0.2305249818657111,0.1879665236751183,0.5312097408209864,,0.11312800036002488,0.1879665236751183,0.21817542926576228,
78,,,,,,,,2.0:50,,,,Deep Neural Net,,,yes,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,4.9049365002020275,,,,2.942961900121217,,,0.5659542115617724,0.5885923800242433,0.5885923800242433,0.6397743261133079,,,0.2776379151057751,0.22638168462470898,0.6397743261133079,,0.136248236116723,0.22638168462470898,0.2627644553679657,
79,,,,,,,,50.0:200,,,,Deep Neural Net,,,yes,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,,,6.108912019441344,,,,2.443564807776538,,,0.4699163091877957,0.48871296155530747,0.48871296155530747,0.5312097408209864,,,0.2305249818657111,0.1879665236751183,0.5312097408209864,,0.11312800036002488,0.1879665236751183,0.21817542926576228,
80,,,,,,,,<10,,,,Deep Neural Net,,,yes,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,,,4.9049365002020275,,,,2.942961900121217,,,0.5659542115617724,0.5885923800242433,0.5885923800242433,0.6397743261133079,,,0.2776379151057751,0.22638168462470898,0.6397743261133079,,0.136248236116723,0.22638168462470898,0.2627644553679657,
81,,,,,,,,10.0:200,,,,Deep Neural Net,,,yes,>10,yes,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,<1,,Offline,Multiclass Classification,Image Recognition,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,8.09622843764389,,,,1.6192456875287784,,,0.31139340144784194,0.3238491375057556,0.3238491375057556,0.3520099320714735,,,0.15275902712535644,0.12455736057913679,0.3520099320714735,,0.07496507812633231,0.12455736057913679,0.14457550781506948,
82,,,,,,,,,,1,1.0:10,Support Vector Machine,,,,1.0:3,no,[continuous],,,Image Data,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,0.33333,,0.33333,0.33333,,,,,,,,,,,0.1500410270323625,8.252256486779936,0.4126128243389968,,,,0.33009025947119747,0.09068413721736195,0.257883015211873,,,0.1557029525807535,,,,0.07640978228499941,0.12695779210430672,0.14736172297821312,
83,,,,,,,,,,1,10.0:40,Support Vector Machine,,,,1.0:3,no,[continuous],,,Image Data,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,0.1500410270323625,8.252256486779936,0.4126128243389968,,,,0.33009025947119747,0.09068413721736195,0.257883015211873,,,0.1557029525807535,,,,0.07640978228499941,0.12695779210430672,0.14736172297821312,
84,,,,,,,,,,1,40.0:100,Support Vector Machine,,,,1.0:3,no,[continuous],,,Image Data,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,0.50000,,0.50000,,,,,,,,,,,,0.1500410270323625,8.252256486779936,0.4126128243389968,,,,0.33009025947119747,0.09068413721736195,0.257883015211873,,,0.1557029525807535,,,,0.07640978228499941,0.12695779210430672,0.14736172297821312,
85,,,,,,,,,,1,100.0:400,Support Vector Machine,,,,1.0:3,no,[continuous],,,Image Data,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,0.33333,,0.33333,0.33333,,,,,,,,,,,0.1500410270323625,8.252256486779936,0.4126128243389968,,,,0.33009025947119747,0.09068413721736195,0.257883015211873,,,0.1557029525807535,,,,0.07640978228499941,0.12695779210430672,0.14736172297821312,
86,,,,,,,,,,1,400.0:50000,Support Vector Machine,,,,1.0:3,no,[continuous],,,Image Data,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,0.25000,,,,0.25000,,0.25000,0.25000,,,,,,,,,,,0.1500410270323625,8.252256486779936,0.4126128243389968,,,,0.33009025947119747,0.09068413721736195,0.257883015211873,,,0.1557029525807535,,,,0.07640978228499941,0.12695779210430672,0.14736172297821312,
87,,,,,,,,,,1,50000.0:500000,Support Vector Machine,,,,1.0:3,no,[continuous],,,Image Data,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,0.20000,0.20000,,,,0.20000,,0.20000,0.20000,,,,,,,,,,,0.1500410270323625,8.252256486779936,0.4126128243389968,,,,0.33009025947119747,0.09068413721736195,0.257883015211873,,,0.1557029525807535,,,,0.07640978228499941,0.12695779210430672,0.14736172297821312,
88,,,,,,,,,,1,>500000,Support Vector Machine,,,,1.0:3,no,[continuous],,,Image Data,,,,Offline,Multiclass Classification,Image Recognition,,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,,,,,,,,,,0.1500410270323625,8.252256486779936,0.4126128243389968,,,,0.33009025947119747,0.09068413721736195,0.257883015211873,,,0.1557029525807535,,,,0.07640978228499941,0.12695779210430672,0.14736172297821312,
89,,,,,,,,,,1,1.0:4000,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,Tabular Data,,,,Offline,Binary Classification,,,,,,,,,,,,,,,0.33333,,,0.33333,0.33333,,,,,,,,,,0.24384960539134712,6.705864148262046,0.43263639666206744,,,,0.19159611852177272,0.1473816296321329,0.31932686420295453,,,0.31932686420295453,,,,0.12418266941226011,0.5158357037124651,,
90,,,,,,,,,,1,4000.0:100000,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,Tabular Data,,,,Offline,Binary Classification,,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,0.24384960539134712,6.705864148262046,0.43263639666206744,,,,0.19159611852177272,0.1473816296321329,0.31932686420295453,,,0.31932686420295453,,,,0.12418266941226011,0.5158357037124651,,
91,,,,,,,,,,1,1.0:10000,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,Tabular Data,,,,Offline,Binary Classification,,,,,,,,,,,,,,,0.33333,,,0.33333,0.33333,,,,,,,,,,0.13973420550469845,7.685381302758415,0.24791552589543273,,,,0.10979116146797735,0.08445473959075182,0.1829852691132956,,,0.1829852691132956,,,,0.07116093798850384,0.29559158856763135,,
92,,,,,,,,,,1,10000.0:100000,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,Tabular Data,,,,Offline,Binary Classification,,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,0.13973420550469845,7.685381302758415,0.24791552589543273,,,,0.10979116146797735,0.08445473959075182,0.1829852691132956,,,0.1829852691132956,,,,0.07116093798850384,0.29559158856763135,,
93,,,,,,,,,,1,1.0:100,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,Tabular Data,1000.0:100000,1.0:4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,0.33333,,,0.33333,0.33333,,,,,,,,,,0.5860751204096986,5.372355270422236,1.039810697501078,,,,0.4604875946076203,0.3542212266212464,0.7674793243460337,,,0.7674793243460337,0.4959097172697449,0.7861983322569128,,0.29846418169012423,0.4959097172697449,0.5756094932595253,
94,,,,,,,,,,1,100.0:2000,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,Tabular Data,1000.0:100000,1.0:4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,0.18097220727107394,9.953471399909068,0.32107972257771183,,,,0.14219244857012955,0.10937880659240734,0.23698741428354922,,,0.23698741428354922,0.15313032922937028,0.2427675951197334,,0.09216177222138025,0.15313032922937028,0.17774056071266192,
95,,,,,,,,,,1,2000.0:20000,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,Tabular Data,1000.0:100000,1.0:4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,0.50000,,,,,,,,0.50000,,,,,,,,,,,0.18097220727107394,9.953471399909068,0.32107972257771183,,,,0.14219244857012955,0.10937880659240734,0.23698741428354922,,,0.23698741428354922,0.15313032922937028,0.2427675951197334,,0.09216177222138025,0.15313032922937028,0.17774056071266192,
96,,,,,,,,,,1,20000.0:40000,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,Tabular Data,1000.0:100000,1.0:4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,0.33333,0.33333,,,,,,,,0.33333,,,,,,,,,,,0.18097220727107394,9.953471399909068,0.32107972257771183,,,,0.14219244857012955,0.10937880659240734,0.23698741428354922,,,0.23698741428354922,0.15313032922937028,0.2427675951197334,,0.09216177222138025,0.15313032922937028,0.17774056071266192,
97,,,,,,,,,,1,1.0:4000,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,0.50000,,,0.50000,,,,,,,,,,,0.2993264425591925,8.231477170377794,0.5310630432501802,,,,0.2351850620107941,0.1809115861621493,0.39197510335132346,,,0.31062178001425633,0.25327622062700905,0.8664712810923992,,0.15243476241440357,0.25327622062700905,0.2939813275134926,
98,,,,,,,,,,1,4000.0:100000,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,0.33333,0.33333,,,,,,,,0.33333,,,,,,,,,,,0.2993264425591925,8.231477170377794,0.5310630432501802,,,,0.2351850620107941,0.1809115861621493,0.39197510335132346,,,0.31062178001425633,0.25327622062700905,0.8664712810923992,,0.15243476241440357,0.25327622062700905,0.2939813275134926,
99,,,,,,,,,,1,1.0:1000,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,1.0:4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,0.33333,,,0.33333,0.33333,,,,,,,,,,0.4085792148765269,7.490618939402993,0.7248986070389993,,,,0.321026525974414,0.24694348151877998,0.5350442099573566,,,0.4239972984567732,0.345720874126292,0.5480940687368044,,0.2080727483167498,0.345720874126292,0.40128315746801746,
100,,,,,,,,,,1,1000.0:10000,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,1.0:4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,0.3113911852893721,8.563257595457733,0.5524682319650149,,,,0.2446645027273638,0.1882034636364337,0.40777417121227294,,,0.32314179605500876,0.26348484909100717,0.4177198827052553,,0.15857884436032837,0.26348484909100717,0.3058306284092047,
101,,,,,,,,,,1,1.0:1000,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,Tabular Data,,,,Offline,Binary Classification,,,,,,,,,,,,,,,0.33000,,,0.33000,0.33000,,,,,,,,,,0.32442570571451723,5.947804604766149,0.5755939940096272,,,,0.25490591163283494,0.19608147048679614,0.4248431860547249,,,0.4248431860547249,,,,0.16521679457683747,0.6862851467037864,,
102,,,,,,,,,,1,1000.0:100000,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,Tabular Data,,,,Offline,Binary Classification,,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,0.13973420550469845,7.685381302758415,0.24791552589543273,,,,0.10979116146797735,0.08445473959075182,0.1829852691132956,,,0.1829852691132956,,,,0.07116093798850384,0.29559158856763135,,
