;;User specific;;;;;;;;;;;;;Production;;;Time Resources;;;;;;;Machine Learning Algorithm;;;;;;;;;;;;;;;;;Machine Learning Task;;;;;;;;;;;;;;;;Model-free, Full evaluation;;;;;Model-based, Full evaluation;;;;;;Model-free, Multi-fidelity;;;Model-based, Multi-fidelity;;;;total n of HPO techniques analyzed;;;;;;;;;
Rule ID;thetas;UR: quality demands;1;User's programming ability;1;UR: need for model transparency;1;UR: Availability of a well documented library;1;UR: Computer operating system;1;Hardware: Number of workers/kernels for parallel computing;1;;Production application area;1;;Number of maximum function evaluations/ trials budget;1;Running time per trial [s];1;Total Computing Time [s];1;;Machine Learning Algorithm;1;Obtainability of good approximate;1;Supports parallel evaluations;1;Dimensionality of HPs;1;Conditional HP space;1;HP datatypes;1;Availability of a warm-start HP configuration;1;Obtainability of gradients;1;;Input Data;1;#Instances training dataset;1;Ratio training to test dataset;1;Noise in dataset;1;Training Technique;1;ML task;1;Detailed ML task;1;Rule ID;Default Values;Random Search;Grid Search;CMA-ES;PBT;HOAG;SMAC;TPE;GPBO;MTBO;BOHAMIANN;DNGO;SHA;HB;ASHA;FABOLAS;BOHB;HB-LCNet;;18;;;;;;;;;
;;0,0417;24;0,0313;32;0,0714;14;0,0714;14;0,1429;7;0,0082;122;;0,0175;57;;0,0145;69;0,0286;35;0,0063;159;;0,0085;117;0,0270;37;0,0270;37;0,0078;129;0,0085;117;0,0077;130;1,0000;1;0,1667;6;;;105;0,0114;88;0,0120;83;0,0500;20;0,0083;121;0,0086;116;0,0108;93;;28,89;16,73;10,14;15,08;12,02;3,21;30,52;22,09;24,40;3,66;10,77;4,63;11,57;23,21;10,88;6,49;29,33;5,37;;;;;;;;;;;
63;1;;;;;;;;;;;1;0,00820;;;;;10.0:100;0,01449;60;0,02857;600.0:6000;0,00629;;Logistic Regression;0,00855;;;;;4.0:10;0,00775;no;0,00855;[continuous, discrete];0,00769;;;;;;Image Data;0,00952;1000.0:100000;0,01136;<1;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;63;;;;;;;;;1,00000;;;;;;;;;;;;;;;;;;;;
64;1;;;;;;;;;;;1;0,00820;;;;;>100;0,01449;60;0,02857;>6000;0,00629;;Logistic Regression;0,00855;;;;;4.0:10;0,00775;no;0,00855;[continuous, discrete];0,00769;;;;;;Image Data;0,00952;1000.0:100000;0,01136;<1;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;64;;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;;all;;;;;;;;;
65;1;;;;;;;;;;;2;0,00820;;;;;<2;0,01449;720;0,02857;1.0:2880;0,00629;;Multilayer Perceptron;0,00855;;;;;>10;0,00775;yes;0,00855;[continuous, discrete, nominal];0,00769;;;;;;Image Data;0,00952;1000.0:100000;0,01136;<1;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;65;;;;;;;1,00000;;;;;;;;;;;;;;;;;;;;;;
66;1;;;;;;;;;;;2;0,00820;;;;;2.0:20;0,01449;720;0,02857;2880.0:28800;0,00629;;Multilayer Perceptron;0,00855;;;;;>10;0,00775;yes;0,00855;[continuous, discrete, nominal];0,00769;;;;;;Image Data;0,00952;1000.0:100000;0,01136;<1;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;66;;;;;;;0,50000;0,50000;;;;;;;;;;;;;;;;;;;;;
67;1;;;;;;;;;;;2;0,00820;;;;;20.0:200;0,01449;720;0,02857;28800.0:288000;0,00629;;Multilayer Perceptron;0,00855;;;;;>10;0,00775;yes;0,00855;[continuous, discrete, nominal];0,00769;;;;;;Image Data;0,00952;1000.0:100000;0,01136;<1;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;67;;;;;;;0,33333;0,33333;0,33333;;;;;;;;;;;;;;;;;;;;
68;1;;;;;;;;;;;2;0,00820;;;;;<10;0,01449;720;0,02857;1.0:14400;0,00629;;Multilayer Perceptron;0,00855;;;;;>10;0,00775;yes;0,00855;[continuous, discrete, nominal];0,00769;;;;;;Image Data;0,00952;1000.0:100000;0,01136;<1;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;68;;;;;;;1,00000;;;;;;;;;;;;;;;;;;;;;;
69;1;;;;;;;;;;;2;0,00820;;;;;10.0:100;0,01449;720;0,02857;14400.0:144000;0,00629;;Multilayer Perceptron;0,00855;;;;;>10;0,00775;yes;0,00855;[continuous, discrete, nominal];0,00769;;;;;;Image Data;0,00952;1000.0:100000;0,01136;<1;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;69;;;;;;;0,50000;0,50000;;;;;;;;;;;;;;;;;;;;;
70;1;;;;;;;;;;;2;0,00820;;;;;100.0:500;0,01449;720;0,02857;14400.0:720000;0,00629;;Multilayer Perceptron;0,00855;;;;;>10;0,00775;yes;0,00855;[continuous, discrete, nominal];0,00769;;;;;;Image Data;0,00952;1000.0:100000;0,01136;<1;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;70;;;;;;;1,00000;;;;;;;;;;;;;;;;;;;;;;
71;1;;;;;;;;;;;2;0,00820;;;;;<2;0,01449;720;0,02857;1.0:2880;0,00629;;Multilayer Perceptron;0,00855;;;;;>10;0,00775;yes;0,00855;[continuous, discrete, nominal];0,00769;;;;;;Image Data;0,00952;1000.0:100000;0,01136;<1;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;71;;;;;;;1,00000;;;;;;;;;;;;;;;;;;;;;;
72;1;;;;;;;;;;;2;0,00820;;;;;2.0:50;0,01449;720;0,02857;2880.0:72000;0,00629;;Multilayer Perceptron;0,00855;;;;;>10;0,00775;yes;0,00855;[continuous, discrete, nominal];0,00769;;;;;;Image Data;0,00952;1000.0:100000;0,01136;<1;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;72;;;;;;;0,50000;0,50000;;;;;;;;;;;;;;;;;;;;;
73;1;;;;;;;;;;;2;0,00820;;;;;50.0:200;0,01449;720;0,02857;72000.0:288000;0,00629;;Multilayer Perceptron;0,00855;;;;;>10;0,00775;yes;0,00855;[continuous, discrete, nominal];0,00769;;;;;;Image Data;0,00952;1000.0:100000;0,01136;<1;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;73;;;;;;;0,33333;0,33333;0,33333;;;;;;;;;;;;;;;;;;;;
74;1;;;;;;;;;;;2;0,00820;;;;;<5;0,01449;720;0,02857;1.0:7200;0,00629;;Multilayer Perceptron;0,00855;;;;;>10;0,00775;yes;0,00855;[continuous, discrete, nominal];0,00769;;;;;;Image Data;0,00952;1000.0:100000;0,01136;<1;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;74;;;;;;;1,00000;;;;;;;;;;;;;;;;;;;;;;
75;1;;;;;;;;;;;2;0,00820;;;;;5.0:50;0,01449;720;0,02857;7200.0:72000;0,00629;;Multilayer Perceptron;0,00855;;;;;>10;0,00775;yes;0,00855;[continuous, discrete, nominal];0,00769;;;;;;Image Data;0,00952;1000.0:100000;0,01136;<1;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;75;;;;;;;0,50000;0,50000;;;;;;;;;;;;;;;;;;;;;
76;1;;;;;;;;;;;2;0,00820;;;;;50.0:500;0,01449;720;0,02857;72000.0:720000;0,00629;;Multilayer Perceptron;0,00855;;;;;>10;0,00775;yes;0,00855;[continuous, discrete, nominal];0,00769;;;;;;Image Data;0,00952;1000.0:100000;0,01136;<1;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;76;;;;;;;1,00000;;;;;;;;;;;;;;;;;;;;;;
77;1;;;;;;;;;;;;;;;;;<5;0,01449;;;;;;Deep Neural Net;0,00855;;;;;>10;0,00775;yes;0,00855;[continuous, discrete, nominal];0,00769;;;;;;Image Data;0,00952;1000.0:100000;0,01136;<1;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;77;;;;;;;;0,50000;0,50000;;;;;;;;;;;;;;;;;;;;
78;1;;;;;;;;;;;;;;;;;2.0:50;0,01449;;;;;;Deep Neural Net;0,00855;;;;;>10;0,00775;yes;0,00855;[continuous, discrete, nominal];0,00769;;;;;;Image Data;0,00952;1000.0:100000;0,01136;<1;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;78;;;;;;;0,50000;0,50000;;;;;;;;;;;;;;;;;;;;;
79;1;;;;;;;;;;;;;;;;;50.0:200;0,01449;;;;;;Deep Neural Net;0,00855;;;;;>10;0,00775;yes;0,00855;[continuous, discrete, nominal];0,00769;;;;;;Image Data;0,00952;1000.0:100000;0,01136;<1;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;79;;;;;;;0,33333;0,33333;0,33333;;;;;;;;;;;;;;;;;;;;
80;1;;;;;;;;;;;;;;;;;<10;0,01449;;;;;;Deep Neural Net;0,00855;;;;;>10;0,00775;yes;0,00855;[continuous, discrete, nominal];0,00769;;;;;;Image Data;0,00952;1000.0:100000;0,01136;<1;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;80;;;;;;;0,33333;0,33333;0,33333;;;;;;;;;;;;;;;;;;;;
81;1;;;;;;;;;;;;;;;;;10.0:200;0,01449;;;;;;Deep Neural Net;0,00855;;;;;>10;0,00775;yes;0,00855;[continuous, discrete, nominal];0,00769;;;;;;Image Data;0,00952;1000.0:100000;0,01136;<1;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;81;;;;;;;0,50000;0,50000;;;;;;;;;;;;;;;;;;;;;
82;1;;;;;;;;;;;1;0,00820;;;;;;;;;1.0:10;0,00629;;Support Vector Machine;0,00855;;;;;1.0:3;0,00775;no;0,00855;[continuous];0,00769;;;;;;Image Data;0,00952;;;;;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;82;;;;;;;;;;;;;;0,33333;;0,33333;0,33333;;;;Falkner2018;;;;;;;;
83;1;;;;;;;;;;;1;0,00820;;;;;;;;;10.0:40;0,00629;;Support Vector Machine;0,00855;;;;;1.0:3;0,00775;no;0,00855;[continuous];0,00769;;;;;;Image Data;0,00952;;;;;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;83;;;;;;;;;;;;;;;;1,00000;;;;;;;;;;;;;
84;1;;;;;;;;;;;1;0,00820;;;;;;;;;40.0:100;0,00629;;Support Vector Machine;0,00855;;;;;1.0:3;0,00775;no;0,00855;[continuous];0,00769;;;;;;Image Data;0,00952;;;;;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;84;;;;;;;;;;;;;;0,50000;;0,50000;;;;;;;;;;;;;
85;1;;;;;;;;;;;1;0,00820;;;;;;;;;100.0:400;0,00629;;Support Vector Machine;0,00855;;;;;1.0:3;0,00775;no;0,00855;[continuous];0,00769;;;;;;Image Data;0,00952;;;;;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;85;;;;;;;;;;;;;;0,33333;;0,33333;0,33333;;;;;;;;;;;;
86;1;;;;;;;;;;;1;0,00820;;;;;;;;;400.0:50000;0,00629;;Support Vector Machine;0,00855;;;;;1.0:3;0,00775;no;0,00855;[continuous];0,00769;;;;;;Image Data;0,00952;;;;;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;86;;;;;;;;;;0,25000;;;;0,25000;;0,25000;0,25000;;;;;;;;;;;;
87;1;;;;;;;;;;;1;0,00820;;;;;;;;;50000.0:500000;0,00629;;Support Vector Machine;0,00855;;;;;1.0:3;0,00775;no;0,00855;[continuous];0,00769;;;;;;Image Data;0,00952;;;;;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;87;;;;;;;;;0,20000;0,20000;;;;0,20000;;0,20000;0,20000;;;;;;;;;;;;
88;1;;;;;;;;;;;1;0,00820;;;;;;;;;>500000;0,00629;;Support Vector Machine;0,00855;;;;;1.0:3;0,00775;no;0,00855;[continuous];0,00769;;;;;;Image Data;0,00952;;;;;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;88;;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;;all;;;;;;;;;
89;1;;;;;;;;;;;1;0,00820;;;;;;;;;1.0:4000;0,00629;;Multilayer Perceptron;0,00855;;;;;4.0:10;0,00775;no;0,00855;[continuous, discrete];0,00769;;;;;;Tabular Data;0,00952;;;;;;;Offline;0,00826;Binary Classification;0,00862;;;89;;;;;;;;;;;;;;0,33333;;;0,33333;0,33333;;;;;;;;;;;
90;1;;;;;;;;;;;1;0,00820;;;;;;;;;4000.0:100000;0,00629;;Multilayer Perceptron;0,00855;;;;;4.0:10;0,00775;no;0,00855;[continuous, discrete];0,00769;;;;;;Tabular Data;0,00952;;;;;;;Offline;0,00826;Binary Classification;0,00862;;;90;;;;;;;;;;;;;;;;;1,00000;;;;;;;;;;;;
91;1;;;;;;;;;;;1;0,00820;;;;;;;;;1.0:10000;0,00629;;Multilayer Perceptron;0,00855;;;;;4.0:10;0,00775;no;0,00855;[continuous, discrete];0,00769;;;;;;Tabular Data;0,00952;;;;;;;Offline;0,00826;Binary Classification;0,00862;;;91;;;;;;;;;;;;;;0,33333;;;0,33333;0,33333;;;;;;;;;;;
92;1;;;;;;;;;;;1;0,00820;;;;;;;;;10000.0:100000;0,00629;;Multilayer Perceptron;0,00855;;;;;4.0:10;0,00775;no;0,00855;[continuous, discrete];0,00769;;;;;;Tabular Data;0,00952;;;;;;;Offline;0,00826;Binary Classification;0,00862;;;92;;;;;;;;;;;;;;;;;1,00000;;;;;;;;;;;;
93;1;;;;;;;;;;;1;0,00820;;;;;;;;;1.0:100;0,00629;;Multilayer Perceptron;0,00855;;;;;4.0:10;0,00775;no;0,00855;[continuous, discrete];0,00769;;;;;;Tabular Data;0,00952;1000.0:100000;0,01136;1.0:4;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;93;;;;;;;;;;;;;;0,33333;;;0,33333;0,33333;;;;;;;;;;;
94;1;;;;;;;;;;;1;0,00820;;;;;;;;;100.0:2000;0,00629;;Multilayer Perceptron;0,00855;;;;;4.0:10;0,00775;no;0,00855;[continuous, discrete];0,00769;;;;;;Tabular Data;0,00952;1000.0:100000;0,01136;1.0:4;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;94;;;;;;;;;;;;;;;;;1,00000;;;;;;;;;;;;
95;1;;;;;;;;;;;1;0,00820;;;;;;;;;2000.0:20000;0,00629;;Multilayer Perceptron;0,00855;;;;;4.0:10;0,00775;no;0,00855;[continuous, discrete];0,00769;;;;;;Tabular Data;0,00952;1000.0:100000;0,01136;1.0:4;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;95;;;;;;;;;0,50000;;;;;;;;0,50000;;;;;;;;;;;;
96;1;;;;;;;;;;;1;0,00820;;;;;;;;;20000.0:40000;0,00629;;Multilayer Perceptron;0,00855;;;;;4.0:10;0,00775;no;0,00855;[continuous, discrete];0,00769;;;;;;Tabular Data;0,00952;1000.0:100000;0,01136;1.0:4;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;96;;;;;;;;0,33333;0,33333;;;;;;;;0,33333;;;;;;;;;;;;
97;1;;;;;;;;;;;1;0,00820;;;;;;;;;1.0:4000;0,00629;;Multilayer Perceptron;0,00855;;;;;4.0:10;0,00775;no;0,00855;[continuous, discrete];0,00769;;;;;;Image Data;0,00952;1000.0:100000;0,01136;>4;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;97;;;;;;;;;;;;;;0,50000;;;0,50000;;;;;;;;;;;;
98;1;;;;;;;;;;;1;0,00820;;;;;;;;;4000.0:100000;0,00629;;Multilayer Perceptron;0,00855;;;;;4.0:10;0,00775;no;0,00855;[continuous, discrete];0,00769;;;;;;Image Data;0,00952;1000.0:100000;0,01136;>4;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;98;;;;;;;;0,33333;0,33333;;;;;;;;0,33333;;;;;;;;;;;;
99;1;;;;;;;;;;;1;0,00820;;;;;;;;;1.0:1000;0,00629;;Multilayer Perceptron;0,00855;;;;;4.0:10;0,00775;no;0,00855;[continuous, discrete];0,00769;;;;;;Image Data;0,00952;1000.0:100000;0,01136;1.0:4;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;99;;;;;;;;;;;;;;0,33333;;;0,33333;0,33333;;;;;;;;;;;
100;1;;;;;;;;;;;1;0,00820;;;;;;;;;1000.0:10000;0,00629;;Multilayer Perceptron;0,00855;;;;;4.0:10;0,00775;no;0,00855;[continuous, discrete];0,00769;;;;;;Image Data;0,00952;1000.0:100000;0,01136;1.0:4;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;100;;;;;;;;;;;;;;;;;1,00000;;;;;;;;;;;;
101;1;;;;;;;;;;;1;0,00820;;;;;;;;;1.0:1000;0,00629;;Multilayer Perceptron;0,00855;;;;;4.0:10;0,00775;no;0,00855;[continuous, discrete];0,00769;;;;;;Tabular Data;0,00952;;;;;;;Offline;0,00826;Binary Classification;0,00862;;;101;;;;;;;;;;;;;;0,33000;;;0,33000;0,33000;;;;;;;;;;;
102;1;;;;;;;;;;;1;0,00820;;;;;;;;;1000.0:100000;0,00629;;Multilayer Perceptron;0,00855;;;;;4.0:10;0,00775;no;0,00855;[continuous, discrete];0,00769;;;;;;Tabular Data;0,00952;;;;;;;Offline;0,00826;Binary Classification;0,00862;;;102;;;;;;;;;;;;;;;;;1,00000;;;;;;;;;;;;
103;1;;;;;;;;;;;;;;;;;<100;0,01449;;;;;;Support Vector Machine;0,00855;;;;;1.0:3;0,00775;no;0,00855;[continuous];0,00769;;;;;;;;;;;;no;0,05000;Offline;0,00826;Multiclass Classification;0,00862;;;103;;;;;;;;;1,00000;;;;;;;;;;;;Klein2019;;;;;;;;
104;1;;;;;;;;;;;;;;;;;<40;0,01449;;;;;;Support Vector Machine;0,00855;;;;;1.0:3;0,00775;no;0,00855;[continuous];0,00769;;;;;;;;;;;;yes;0,05000;Offline;0,00826;Multiclass Classification;0,00862;;;104;;;;;;;;;1,00000;;;;;;;;;;;;;;;;;;;;
105;1;;;;;;;;;;;;;;;;;40.0:100;0,01449;;;;;;Support Vector Machine;0,00855;;;;;1.0:3;0,00775;no;0,00855;[continuous];0,00769;;;;;;;;;;;;yes;0,05000;Offline;0,00826;Multiclass Classification;0,00862;;;105;;;;;;;;;;;1,00000;;;;;;;;;;;;;;;;;;
106;1;;;;;;;;;;;;;;;;;<50;0,01449;;;;;;Multilayer Perceptron;0,00855;;;;;4.0:10;0,00775;no;0,00855;[continuous, discrete];0,00769;;;;;;;;;;;;no;0,05000;Offline;0,00826;Multiclass Classification;0,00862;;;106;;;;;;;;;;;1,00000;;;;;;;;;;;;;;;;;;
107;1;;;;;;;;;;;;;;;;;50.0:100;0,01449;;;;;;Multilayer Perceptron;0,00855;;;;;4.0:10;0,00775;no;0,00855;[continuous, discrete];0,00769;;;;;;;;;;;;no;0,05000;Offline;0,00826;Multiclass Classification;0,00862;;;107;;;;;;;;;1,00000;;;;;;;;;;;;;;;;;;;;
108;1;;;;;;;;;;;;;;;;;<100;0,01449;;;;;;Multilayer Perceptron;0,00855;;;;;4.0:10;0,00775;no;0,00855;[continuous, discrete];0,00769;;;;;;;;;;;;yes;0,05000;Offline;0,00826;Multiclass Classification;0,00862;;;108;;;;;;;;;;;1,00000;;;;;;;;;;;;;;;;;;
109;1;;;;;;;;;;;;;;;;;<30;0,01449;;;;;;XGBoost;0,00855;;;;;4.0:10;0,00775;no;0,00855;[continuous, discrete];0,00769;;;;;;;;;;;;no;0,05000;Offline;0,00826;Regression;0,00862;;;109;;;;;;;;;;;1,00000;;;;;;;;;;;;;;;;;;
110;1;;;;;;;;;;;;;;;;;30.0:100;0,01449;;;;;;XGBoost;0,00855;;;;;4.0:10;0,00775;no;0,00855;[continuous, discrete];0,00769;;;;;;;;;;;;no;0,05000;Offline;0,00826;Regression;0,00862;;;110;;;;;;;;;1,00000;;;;;;;;;;;;;;;;;;;;
111;1;;;;;;;;;;;;;;;;;<30;0,01449;;;;;;XGBoost;0,00855;;;;;4.0:10;0,00775;no;0,00855;[continuous, discrete];0,00769;;;;;;;;;;;;yes;0,05000;Offline;0,00826;Regression;0,00862;;;111;;;;;;;;;;;1,00000;;;;;;;;;;;;;;;;;;
112;1;;;;;;;;;;;;;;;;;30.0:100;0,01449;;;;;;XGBoost;0,00855;;;;;4.0:10;0,00775;no;0,00855;[continuous, discrete];0,00769;;;;;;;;;;;;yes;0,05000;Offline;0,00826;Regression;0,00862;;;112;;;;;;;;;1,00000;;;;;;;;;;;;;;;;;;;;
113;1;;;;;;;;;;;17;0,00820;;;;;<200;0,01449;1800;0,02857;1.0:360000;0,00629;;Convolutional Neural Net;0,00855;;;;;>10;0,00775;no;0,00855;[continuous, discrete];0,00769;;;;;;Image Data;0,00952;1000.0:100000;0,01136;>4;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;113;;;;;;;;1,00000;;;;;;;;;;;;;Loshchilov2016;;;;;;;;
114;1;;;;;;;;;;;17;0,00820;;;;;200.0:1000;0,01449;1800;0,02857;360000.0:1800000;0,00629;;Convolutional Neural Net;0,00855;;;;;>10;0,00775;no;0,00855;[continuous, discrete];0,00769;;;;;;Image Data;0,00952;1000.0:100000;0,01136;>4;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;114;;;;1,00000;;;;;;;;;;;;;;;;;;;;;;;;;
115;1;;;;;;;;;;;;;;;;;<200;0,01449;;;;;;Synthetic Function;0,00855;;;;;1.0:3;0,00775;no;0,00855;[continuous];0,00769;;;;;;;;;;;;;;Offline;0,00826;;;Synthetic Function;0,01075;115;;;;;;;;;0,33333;;0,33333;0,33333;;;;;;;;;Springenberg2016;;;;;;;;
116;1;;;;;;;;;;;;;;;;;<200;0,01449;;;;;;Synthetic Function;0,00855;;;;;4.0:10;0,00775;no;0,00855;[continuous];0,00769;;;;;;;;;;;;;;Offline;0,00826;;;Synthetic Function;0,01075;116;;;;;;;;;0,33333;;0,33333;0,33333;;;;;;;;;;;;;;;;;
117;1;;;;;;;;;;;;;;;;;<100;0,01449;;;;;;Logistic Regression;0,00855;;;;;4.0:10;0,00775;no;0,00855;[continuous];0,00769;;;;;;Image Data;0,00952;1000.0:100000;0,01136;>4;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;117;;;;;;;;;0,50000;;;0,50000;;;;;;;;;;;;;;;;;
118;1;;;;;;;;;;;;;;;;;<50;0,01449;;;;;;Latent Dirichlet Allocation (HPOlib);0,00855;;;;;1.0:3;0,00775;no;0,00855;[discrete];0,00769;;;;;;Text Data;0,00952;;;;;;;Offline;0,00826;Text;0,00862;;;118;;;;;;;;;0,50000;;;0,50000;;;;;;;;;;;;;;;;;
119;1;;;;;;;;;;;;;;;;;<100;0,01449;;;;;;Support Vector Machine;0,00855;;;;;1.0:3;0,00775;no;0,00855;[discrete];0,00769;;;;;;Tabular Data;0,00952;;;;;;;Offline;0,00826;Multiclass Classification;0,00862;;;119;;;;;;;0,25000;;0,25000;;0,25000;0,25000;;;;;;;;;;;;;;;;;
120;1;;;;;;;;;;;;;;;;;<50;0,01449;;;;;;Support Vector Machine;0,00855;;;;;1.0:3;0,00775;no;0,00855;[discrete];0,00769;;;;;;Tabular Data;0,00952;<1000;0,01136;1.0:4;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;;;120;;;;;;;;;;0,50000;0,50000;;;;;;;;;;;;;;;;;;
121;1;;;;;;;;;;;;;;;;;>50;0,01449;;;;;;Support Vector Machine;0,00855;;;;;1.0:3;0,00775;no;0,00855;[discrete];0,00769;;;;;;Tabular Data;0,00952;<1000;0,01136;1.0:4;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;;;121;;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;;;;;;;;;;;
122;1;;;;;;;;;;;;;;;;;<50;0,01449;;;;;;Random Forest;0,00855;;;;;4.0:10;0,00775;no;0,00855;[discrete, nominal];0,00769;;;;;;Tabular Data;0,00952;<1000;0,01136;1.0:4;0,01205;;;Offline;0,00826;Binary Classification;0,00862;;;122;;;;;;;;;;0,50000;0,50000;;;;;;;;;;;;;;;;;;
123;1;;;;;;;;;;;;;;;;;>50;0,01449;;;;;;Random Forest;0,00855;;;;;4.0:10;0,00775;no;0,00855;[discrete, nominal];0,00769;;;;;;Tabular Data;0,00952;<1000;0,01136;1.0:4;0,01205;;;Offline;0,00826;Binary Classification;0,00862;;;123;;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;;;;;;;;;;;
124;1;;;;;;;;;;;8;0,00820;;;;;;;;;1.0:100000;0,00629;;Convolutional Neural Net;0,00855;;;yes;0,02703;4.0:10;0,00775;no;0,00855;[continuous, discrete, nominal];0,00769;;;;;;Image Data;0,00952;1000.0:100000;0,01136;>4;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;124;;;;;;;;;;;0,50000;0,50000;;;;;;;;;;;;;;;;;
125;1;;;;;;;;;;;8;0,00820;;;;;;;;;100000.0:250000;0,00629;;Convolutional Neural Net;0,00855;;;yes;0,02703;4.0:10;0,00775;no;0,00855;[continuous, discrete, nominal];0,00769;;;;;;Image Data;0,00952;1000.0:100000;0,01136;>4;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;125;;;;;;;;;;;1,00000;;;;;;;;;;;;;;;;;;
126;1;;;;;;;;;;;8;0,00820;;;;;;;;;>250000;0,00629;;Convolutional Neural Net;0,00855;;;yes;0,02703;4.0:10;0,00775;no;0,00855;[continuous, discrete, nominal];0,00769;;;;;;Image Data;0,00952;1000.0:100000;0,01136;>4;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;126;;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;;only the ones that are parallelizable!;;;;;;;;;
127;1;;;;;;;;;;;1;0,00820;;;;;;;;;1.0:150000;0,00629;;Convolutional Neural Net;0,00855;;;yes;0,02703;4.0:10;0,00775;no;0,00855;[continuous, discrete];0,00769;;;;;;Image Data;0,00952;1000.0:100000;0,01136;>4;0,01205;;;Offline;0,00826;Multiclass Classification;0,00862;Image Recognition;0,01075;127;;;;;;;;;;;;;0,25000;0,25000;0,25000;;0,25000;;;;Li2018;;;;;;;;
